Provincia,Fecha,Latitud,Longitud,Profundidad,Magnitud,Intensidad,Localización
Huesca,06/06/2000,42.0548,0.2849,4.1,2.6,,E ESTADILLA.HU
Huesca,22/09/2000,42.7584,-0.4101,0.0,2.8,,W SALLENT DE GÁLLEGO.HU
Huesca,28/11/2000,42.2743,-0.1278,0.0,2.9,,NW BIERGE.HU
Huesca,31/12/2000,42.5511,0.7318,9.4,2.6,,NE MONTANUY.HU
Huesca,17/03/2001,42.7014,0.1467,0.0,2.7,,NW BIELSA.HU
Huesca,08/10/2001,42.6973,0.6177,3.7,2.6,,NE BENASQUE.HU
Huesca,16/12/2002,42.5769,0.3200,0.0,2.7,III,SW PLAN.HU
Huesca,15/02/2008,42.3517,0.5868,10.4,3.2,IV,SW BERANUY.HU
Huesca,18/05/2008,42.6713,0.6599,6.6,2.8,III,NE BENASQUE.HU
Huesca,27/06/2012,42.6104,0.3003,0.0,2.6,II,E LAFORTUNADA.HU
Huesca,19/07/2013,42.6918,-0.7701,11.0,2.5,,SW HECHO.HU
Huesca,21/11/2014,42.5884,0.7130,9.0,3.3,III,N MONTANUY.HU
Huesca,03/01/2016,42.5220,0.4460,0.0,2.7,III,W CHÍA.HU
Huesca,28/07/2017,42.6916,0.1370,10.0,2.7,,NW BIELSA.HU
Huesca,14/02/2018,42.3554,0.6740,11.0,3.0,,E BERANUY.HU
Huesca,14/02/2018,42.2975,0.6557,12.0,4.0,III-IV,NW ARÉN.HU
Huesca,14/02/2018,42.3179,0.6715,12.0,3.3,,W SOPEIRA.HU
Huesca,19/03/2018,42.7129,-0.6541,11.0,2.9,II-III,NE ARAGÜÉS DEL PUERTO.HU
Huesca,06/05/2018,42.4997,0.4447,0.0,2.6,II,NE SEIRA.HU
Huesca,10/05/2018,42.5313,0.4425,11.0,2.6,II-III,NW CHÍA.HU
Huesca,27/10/2018,42.7960,-0.2678,12.0,2.9,II-III,NE SALLENT DE GÁLLEGO.HU
Huesca,25/05/2019,42.5532,0.2674,3.0,3.0,III,SE TELLA-SIN.HU
Huesca,22/11/2019,42.2809,0.6593,0.0,3.5,III,NW ARÉN.HU
Huesca,29/12/2019,42.6713,0.1720,0.0,2.6,,NW BIELSA.HU
Huesca,06/01/2020,42.6910,0.1736,0.0,2.6,,NW BIELSA.HU
Huesca,13/12/2020,42.5670,0.7209,0.0,3.0,III,N MONTANUY.HU
Huesca,25/04/2021,42.6805,0.1180,0.0,3.1,II,NW BIELSA.HU
Huesca,05/08/2024,42.6803,0.6684,0.0,2.5,,NE BENASQUE.HU
Illes Balears,18/03/1660,39.5000,2.7500,0.0,,VI,E. Palma.IB
Illes Balears,24/03/1721,39.7500,2.9000,0.0,,VII,Selva.IB
Illes Balears,02/07/1763,39.6500,2.7833,0.0,,IV,Santa María del Camí.IB
Illes Balears,26/05/1764,39.6500,2.9000,0.0,,IV,Sencelles.IB
Illes Balears,07/12/1773,39.6000,2.4000,0.0,,III-IV,Palma de Mallorca
Illes Balears,14/03/1783,39.7000,2.9000,0.0,,III,Inca.IB
Illes Balears,01/01/1827,39.6500,3.0167,0.0,,V-VI,Sineu.IB
Illes Balears,17/04/1831,39.9333,4.1333,0.0,,IV-V,Alaior.IB
Illes Balears,16/06/1835,39.5667,2.6667,0.0,,V-VI,Palma de Mallorca
Illes Balears,15/05/1851,39.6333,2.7333,0.0,,VII,LA CABNETA.IMA
Illes Balears,15/05/1851,39.6333,2.6667,0.0,,III,NE. Palma de Mallorca
Illes Balears,20/05/1851,39.6333,2.6667,0.0,,III,NE. Palma de Mallorca
Illes Balears,21/05/1851,39.6333,2.6667,0.0,,II-III,NE. Palma de Mallorca
Illes Balears,22/05/1851,39.6333,2.6667,0.0,,IV,NE. Palma de Mallorca
Illes Balears,01/06/1851,39.6333,2.6667,0.0,,V,NE. Palma de Mallorca
Illes Balears,07/06/1851,39.6333,2.6667,0.0,,V,NE. Palma de Mallorca
Illes Balears,31/08/1852,39.6333,2.6667,0.0,,V,NE. Palma de Mallorca
Illes Balears,31/03/1858,39.9500,4.0500,0.0,,III,Sant Cristofol.IB
Illes Balears,01/04/1858,39.9500,4.0500,0.0,,IV-V,Sant Cristofol.IB
Illes Balears,06/05/1869,39.5667,2.6500,0.0,,III-IV,Palma de Mallorca
Illes Balears,16/09/1870,39.5667,2.6500,0.0,,III,Palma de Mallorca
Illes Balears,06/05/1887,39.5833,2.6333,0.0,,IV-V,Palma de Mallorca
Illes Balears,14/11/1895,39.7000,3.1000,0.0,,IV,Santa Margarita.IB
Illes Balears,04/03/1900,40.0000,3.8333,0.0,,IV,Ciutadella.IB
Illes Balears,28/07/1912,40.0000,3.8333,0.0,,VI,CIUDADELA.MENORCA
Illes Balears,08/10/1919,39.5833,2.9833,0.0,,V,MONTUIRI.IB
Illes Balears,22/10/1921,39.6500,2.9000,0.0,,IV,SANCELLAS.IB
Illes Balears,09/04/1923,39.7667,3.0167,0.0,,IV,LA PUEBLA.IB
Illes Balears,04/07/1923,39.6000,3.0333,0.0,,III,SAN JUAN.IB
Illes Balears,10/08/1927,40.0000,3.8333,0.0,,III,CIUDADELA.MENORCA
Illes Balears,23/01/1993,39.9650,4.0333,0.0,3.0,,SE FERRERIES.IME
Illes Balears,01/03/1995,39.4900,2.7700,0.0,2.6,II-III,W LLUCMAJOR.IMA
Illes Balears,02/04/1996,39.6250,3.0583,3.0,3.3,II-III,NE SANT JOAN.IMA
Illes Balears,02/04/1996,39.8000,3.0200,2.0,3.0,,"N POBLA, SA.IMA"
Illes Balears,09/04/1996,39.6467,2.9267,10.0,2.8,II-III,SW COSTITX.IMA
Illes Balears,21/01/2005,39.6256,2.9879,22.4,2.8,IV,NE LLORET DE VISTALEGRE.IMA
Illes Balears,13/04/2007,39.8034,2.6290,0.0,1.6,II,NW DEYÁ.IMA
Illes Balears,14/04/2007,40.0984,3.8290,21.8,2.2,,N CIUTADELLA.IME
Illes Balears,30/01/2010,39.4281,2.5634,11.8,2.9,IV,SE CALVIÀ.IMA
Illes Balears,25/07/2010,39.8396,3.1950,9.3,2.4,III,E ALCÚDIA.IMA
Illes Balears,25/07/2010,40.0562,3.9578,51.6,2.8,,NW FERRERIES.IME
Illes Balears,28/11/2011,39.6085,3.0595,2.1,2.1,III,NE SANT JOAN.IMA
Illes Balears,07/02/2012,39.5682,3.0590,13.0,1.8,III,W VILAFRANCA DE BONANY.IMA
Illes Balears,04/02/2020,39.5892,3.1186,9.0,2.1,II-III,SE PETRA.IMA
Illes Balears,05/07/2020,39.5482,3.0053,12.0,2.2,II,SE MONTUÏRI.IMA
Illes Balears,22/02/2022,39.6885,2.6642,0.0,2.5,III,W BUNYOLA.IMA
Illes Balears,22/02/2022,39.7636,2.6322,0.0,2.2,III,NW DEIÀ.IMA
Illes Balears,16/12/2023,38.8363,1.4752,14.0,2.4,II,SE EIVISSA.IBZ
Islas Canarias,22/01/2001,29.2497,-14.4401,79.1,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,02/02/2001,27.8845,-15.0485,34.7,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,09/02/2001,29.2579,-16.3368,48.2,3.8,II,ATLÁNTICO-CANARIAS
Islas Canarias,09/03/2001,27.4944,-17.5292,7.0,3.6,,ATLÁNTICO-CANARIAS
Islas Canarias,11/03/2001,28.1017,-16.2526,20.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,15/08/2001,28.5620,-16.7330,28.3,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,21/08/2001,28.0649,-16.1362,0.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,27/08/2001,28.0848,-16.2450,25.3,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,11/09/2001,28.2211,-16.2332,0.9,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,25/10/2001,28.0943,-16.1482,15.3,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,06/11/2001,28.0462,-16.2119,30.4,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,12/01/2002,28.9802,-14.9044,6.5,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,13/08/2002,28.5497,-16.6351,31.2,2.7,II-III,ATLÁNTICO-CANARIAS
Islas Canarias,31/01/2003,28.1304,-16.2142,25.8,2.5,II,ATLÁNTICO-CANARIAS
Islas Canarias,28/04/2003,28.2158,-16.1923,23.9,2.7,II,ATLÁNTICO-CANARIAS
Islas Canarias,22/05/2003,27.7918,-14.9730,29.0,4.0,,ATLÁNTICO-CANARIAS
Islas Canarias,22/05/2003,29.0690,-16.4942,47.0,4.4,,ATLÁNTICO-CANARIAS
Islas Canarias,11/07/2003,27.6118,-15.0519,58.4,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,21/07/2003,28.1354,-16.1674,29.8,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,10/08/2003,28.9930,-16.2301,47.2,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,20/11/2003,28.0917,-16.1577,37.3,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,20/01/2004,28.9804,-16.5482,65.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,08/05/2004,28.6924,-15.6580,43.5,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,26/06/2004,29.1129,-16.3127,57.2,4.0,,ATLÁNTICO-CANARIAS
Islas Canarias,16/07/2004,28.0907,-15.0262,30.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,17/07/2004,28.9271,-15.8016,47.8,3.6,,ATLÁNTICO-CANARIAS
Islas Canarias,18/07/2004,27.6392,-15.4240,36.9,4.1,,ATLÁNTICO-CANARIAS
Islas Canarias,26/11/2004,28.6354,-18.3716,0.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,24/02/2005,28.1516,-15.9870,31.9,2.6,II,ATLÁNTICO-CANARIAS
Islas Canarias,24/04/2005,27.8226,-15.0106,41.5,4.0,,ATLÁNTICO-CANARIAS
Islas Canarias,02/05/2005,28.1331,-16.2627,30.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,22/11/2005,28.5596,-16.6888,43.1,4.0,,ATLÁNTICO-CANARIAS
Islas Canarias,25/11/2005,27.8229,-15.2880,47.1,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,07/12/2005,29.4940,-16.7722,67.8,4.2,,ATLÁNTICO-CANARIAS
Islas Canarias,14/12/2005,27.8070,-15.2639,47.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,15/03/2006,29.0898,-16.7911,30.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,28/03/2006,29.0964,-14.7699,52.1,3.6,,ATLÁNTICO-CANARIAS
Islas Canarias,31/05/2006,28.6260,-15.2477,41.5,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,31/07/2006,29.3685,-16.1750,47.8,3.9,,ATLÁNTICO-CANARIAS
Islas Canarias,12/08/2006,29.2787,-14.4583,41.4,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,13/08/2006,28.3988,-15.3387,30.5,3.8,,ATLÁNTICO-CANARIAS
Islas Canarias,14/08/2006,28.0726,-16.9543,21.9,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,27/08/2006,28.7563,-14.3962,20.0,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,02/11/2006,28.9860,-16.3268,66.2,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,02/01/2007,28.1548,-16.3062,17.0,2.6,II,ATLÁNTICO-CANARIAS
Islas Canarias,09/02/2007,28.1747,-15.1187,42.5,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,30/04/2007,29.8742,-17.0198,20.4,4.1,,ATLÁNTICO-CANARIAS
Islas Canarias,03/06/2007,28.0606,-16.1935,27.8,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,02/10/2007,29.6165,-14.9990,47.0,4.3,,ATLÁNTICO-CANARIAS
Islas Canarias,05/10/2007,27.5413,-17.2667,27.8,3.8,II-III,ATLÁNTICO-CANARIAS
Islas Canarias,27/10/2007,28.0691,-16.1956,48.7,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,31/12/2007,29.3736,-14.9427,0.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,15/03/2008,28.2464,-15.2928,44.0,3.9,,ATLÁNTICO-CANARIAS
Islas Canarias,05/04/2008,29.8163,-15.0291,56.4,3.6,,ATLÁNTICO-CANARIAS
Islas Canarias,13/05/2008,28.4429,-16.0148,30.5,3.5,III,ATLÁNTICO-CANARIAS
Islas Canarias,16/09/2008,27.6559,-15.4557,46.6,3.9,,ATLÁNTICO-CANARIAS
Islas Canarias,08/11/2008,29.0420,-15.1521,42.8,4.7,,ATLÁNTICO-CANARIAS
Islas Canarias,09/03/2009,28.4811,-14.2333,0.0,1.9,II,ATLÁNTICO-CANARIAS
Islas Canarias,10/03/2009,28.8671,-16.8913,40.9,3.6,,ATLÁNTICO-CANARIAS
Islas Canarias,16/03/2009,28.5724,-15.6642,40.4,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,18/03/2009,28.0795,-15.1513,33.7,3.1,II,ATLÁNTICO-CANARIAS
Islas Canarias,19/03/2009,28.0959,-16.2110,37.4,3.1,II,ATLÁNTICO-CANARIAS
Islas Canarias,06/05/2009,29.0136,-15.7650,48.4,3.9,,ATLÁNTICO-CANARIAS
Islas Canarias,13/06/2009,28.8931,-16.3091,45.3,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,19/06/2009,27.2946,-18.2789,0.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,12/10/2009,28.1590,-16.1498,35.2,2.8,II,ATLÁNTICO-CANARIAS
Islas Canarias,21/01/2010,28.1135,-15.8606,32.3,2.6,IV,ATLÁNTICO-CANARIAS
Islas Canarias,14/04/2010,28.9250,-16.2056,48.5,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,03/05/2010,28.0802,-15.0503,26.6,2.9,II,ATLÁNTICO-CANARIAS
Islas Canarias,10/06/2010,28.7676,-16.7271,42.5,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,30/07/2010,28.0532,-16.1874,17.7,3.1,,TENERIFE-GRAN CANARIA
Islas Canarias,26/09/2010,29.3225,-14.9710,0.0,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,22/10/2010,27.8500,-15.2538,49.7,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,09/11/2010,29.1017,-14.9576,60.0,3.7,,ATLÁNTICO-CANARIAS
Islas Canarias,21/12/2010,28.7639,-14.3119,0.0,2.9,III,ATLÁNTICO-CANARIAS
Islas Canarias,19/01/2011,30.1451,-15.8832,30.0,4.6,,ATLÁNTICO-CANARIAS
Islas Canarias,16/04/2011,29.4291,-17.1492,64.8,4.0,,ATLÁNTICO-CANARIAS
Islas Canarias,19/06/2011,27.3879,-15.6637,46.6,4.0,,ATLÁNTICO-CANARIAS
Islas Canarias,18/07/2011,29.0731,-16.3318,46.0,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,05/01/2012,29.1057,-14.1957,35.0,3.5,II,ATLÁNTICO-CANARIAS
Islas Canarias,18/02/2012,28.0898,-16.3488,32.0,3.2,II,SE ARICO.ITF
Islas Canarias,15/05/2012,28.0641,-16.1806,29.0,3.4,II,ATLÁNTICO-CANARIAS
Islas Canarias,25/06/2012,28.3721,-16.2151,31.0,2.9,II-III,SE SANTA CRUZ DE TENERIFE.ITF
Islas Canarias,06/08/2012,29.0285,-16.2868,49.0,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,14/09/2012,27.7654,-18.0815,10.2,2.6,II,W FRONTERA.IHI
Islas Canarias,16/09/2012,29.2881,-17.5251,10.0,3.6,,ATLÁNTICO-CANARIAS
Islas Canarias,22/11/2012,28.6292,-14.3510,15.0,2.6,II,ATLÁNTICO-CANARIAS
Islas Canarias,07/12/2012,29.8796,-15.4258,52.0,4.4,,ATLÁNTICO-CANARIAS
Islas Canarias,17/12/2012,28.8268,-15.5648,48.0,4.8,,ATLÁNTICO-CANARIAS
Islas Canarias,19/01/2013,29.5679,-15.7539,56.0,3.6,,ATLÁNTICO-CANARIAS
Islas Canarias,17/03/2013,28.9323,-16.3398,55.0,3.7,,ATLÁNTICO-CANARIAS
Islas Canarias,07/04/2013,29.6944,-16.3223,65.0,4.5,,ATLÁNTICO-CANARIAS
Islas Canarias,07/04/2013,29.5962,-16.3178,79.0,3.9,,ATLÁNTICO-CANARIAS
Islas Canarias,03/06/2013,28.5717,-14.2550,6.0,2.9,II,ATLÁNTICO-CANARIAS
Islas Canarias,11/06/2013,28.5279,-13.1966,20.0,3.7,II,ATLÁNTICO-CANARIAS
Islas Canarias,20/07/2013,29.1116,-14.3372,20.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,22/09/2013,28.9895,-17.3733,35.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,29/01/2014,28.0957,-16.0187,40.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,27/02/2014,29.6425,-15.1470,59.0,3.8,,ATLÁNTICO-CANARIAS
Islas Canarias,13/03/2014,28.6470,-15.5296,45.0,4.0,,ATLÁNTICO-CANARIAS
Islas Canarias,02/05/2014,29.1638,-14.4551,30.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,12/01/2015,28.0969,-16.2384,41.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,19/05/2015,29.6452,-16.3775,62.0,4.5,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,28/07/2015,28.0949,-16.2330,34.0,3.2,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,19/10/2015,28.4841,-14.2789,5.0,2.6,II,ATLÁNTICO-CANARIAS
Islas Canarias,19/10/2015,29.7117,-13.5868,20.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,31/10/2015,27.3366,-18.7203,40.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,06/11/2015,27.6214,-16.2530,30.0,3.7,II,ATLÁNTICO-CANARIAS
Islas Canarias,10/11/2015,28.5210,-13.7318,0.0,3.1,II,E LA OLIVA.IFV
Islas Canarias,16/11/2015,26.9500,-14.4005,30.0,4.9,,ATLÁNTICO-CANARIAS
Islas Canarias,27/11/2015,28.1643,-15.0567,42.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,10/01/2016,28.6009,-14.1494,11.0,3.3,III,ATLÁNTICO-CANARIAS
Islas Canarias,24/01/2016,28.5810,-14.2135,12.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,26/01/2016,29.6685,-15.1275,35.0,3.7,,ATLÁNTICO-CANARIAS
Islas Canarias,24/03/2016,29.2010,-14.6919,10.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,10/06/2016,29.2524,-15.9944,26.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,16/06/2016,28.3922,-15.8207,30.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,23/09/2016,27.2901,-14.5842,58.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,28/09/2016,29.7053,-14.3064,0.0,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,02/10/2016,29.9319,-15.7364,0.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,16/10/2016,29.4445,-17.0342,30.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,30/10/2016,28.4444,-15.9671,36.0,3.8,III,ATLÁNTICO-CANARIAS
Islas Canarias,13/11/2016,29.2861,-14.6589,24.0,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,22/11/2016,28.3242,-15.7254,24.0,3.2,II,ATLÁNTICO-CANARIAS
Islas Canarias,09/12/2016,28.7622,-14.3003,0.0,2.9,II,ATLÁNTICO-CANARIAS
Islas Canarias,18/12/2016,29.0560,-14.3479,30.0,3.0,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,14/03/2017,29.2408,-14.6815,20.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,13/04/2017,29.4585,-17.0619,34.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,06/05/2017,27.6579,-14.3531,39.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,25/05/2017,29.2762,-16.3422,30.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,31/05/2017,29.8609,-15.1040,10.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,10/06/2017,28.7301,-16.7997,30.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,03/07/2017,28.4383,-14.2543,15.0,2.7,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,15/07/2017,29.5805,-17.5385,41.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,29/07/2017,28.0648,-16.2889,32.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,07/08/2017,29.7583,-14.4409,4.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,18/08/2017,28.1554,-16.2214,25.0,3.2,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,29/08/2017,27.0614,-18.7798,0.0,3.9,,ATLÁNTICO-CANARIAS
Islas Canarias,27/09/2017,29.3143,-13.2155,29.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,10/10/2017,27.9508,-16.7872,26.0,4.0,III,ATLÁNTICO-CANARIAS
Islas Canarias,24/10/2017,29.6599,-14.6274,8.0,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,12/11/2017,28.4351,-15.6474,24.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,13/12/2017,30.0996,-15.0846,0.0,3.6,,ATLÁNTICO-CANARIAS
Islas Canarias,14/12/2017,28.0470,-16.1511,10.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,22/12/2017,27.6484,-15.5852,43.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,29/12/2017,28.8474,-15.5143,55.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,24/02/2018,29.3878,-17.4849,19.0,4.1,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,29/04/2018,28.0662,-15.0766,17.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,02/06/2018,28.9430,-12.4681,0.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,23/06/2018,27.8057,-15.2937,11.0,3.3,II-III,ATLÁNTICO-CANARIAS
Islas Canarias,23/07/2018,30.1092,-15.2675,0.0,3.6,,ATLÁNTICO-CANARIAS
Islas Canarias,05/08/2018,29.2668,-17.1231,0.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,27/08/2018,28.0524,-16.2365,11.0,1.9,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,09/09/2018,29.0671,-14.6062,0.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,10/09/2018,29.4389,-14.9608,30.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,03/11/2018,27.3946,-16.0483,30.0,3.5,,ATLÁNTICO-CANARIAS
Islas Canarias,13/11/2018,29.5313,-17.0524,43.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,18/01/2019,28.0795,-16.1709,14.0,4.2,III,ATLÁNTICO-CANARIAS
Islas Canarias,22/01/2019,28.2262,-17.5079,8.0,2.8,II,ATLÁNTICO-CANARIAS
Islas Canarias,02/02/2019,29.5125,-17.8081,0.0,3.4,,ATLÁNTICO-CANARIAS
Islas Canarias,31/03/2019,28.6594,-14.3383,15.0,2.8,II,ATLÁNTICO-CANARIAS
Islas Canarias,03/04/2019,28.0572,-16.1952,25.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,18/04/2019,29.0146,-13.2679,5.0,2.2,II,ATLÁNTICO-CANARIAS
Islas Canarias,22/05/2019,28.1637,-16.2128,30.0,3.2,II,ATLÁNTICO-CANARIAS
Islas Canarias,09/06/2019,27.5418,-18.6318,45.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,28/07/2019,29.2972,-14.4786,34.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,15/11/2019,28.1726,-16.2031,10.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,30/11/2019,27.0398,-14.3884,30.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,08/12/2019,29.8792,-17.4741,2.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,07/02/2020,28.4600,-14.2602,3.0,2.4,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,28/02/2020,29.6541,-14.9805,0.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,24/04/2020,29.9069,-13.6580,10.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,26/06/2020,27.7787,-14.9392,22.0,3.6,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,23/07/2020,29.2375,-16.2832,30.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,27/07/2020,28.0347,-16.1244,34.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,30/07/2020,29.4325,-14.6454,30.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,30/07/2020,29.3898,-14.6746,5.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,15/08/2020,27.7824,-15.2736,38.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,31/08/2020,30.0878,-16.4171,0.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,05/01/2021,29.3243,-14.5179,10.0,3.2,,ATLÁNTICO-CANARIAS
Islas Canarias,25/03/2021,30.1925,-16.2905,26.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,12/06/2021,29.8029,-14.7728,10.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,28/06/2021,28.5570,-14.3332,4.0,2.4,II,ATLÁNTICO-CANARIAS
Islas Canarias,07/07/2021,28.1513,-16.2616,31.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,22/07/2021,29.1406,-13.1442,40.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,08/08/2021,28.4966,-14.3247,0.0,2.3,II,ATLÁNTICO-CANARIAS
Islas Canarias,08/08/2021,28.1568,-16.2273,22.0,2.4,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,26/08/2021,28.5891,-14.2470,15.0,2.9,II-III,ATLÁNTICO-CANARIAS
Islas Canarias,29/09/2021,28.0685,-16.2013,20.0,1.9,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,02/10/2021,27.4895,-15.3939,30.0,3.1,I-II,ATLÁNTICO-CANARIAS
Islas Canarias,13/10/2021,29.1847,-14.8128,30.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,09/11/2021,29.8170,-15.4675,56.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,18/11/2021,28.0789,-16.1258,30.0,3.3,II,ATLÁNTICO-CANARIAS
Islas Canarias,19/11/2021,28.9476,-17.4416,0.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,25/11/2021,29.3320,-14.5994,35.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,18/01/2022,27.0613,-14.4628,0.0,4.8,II,ATLÁNTICO-CANARIAS
Islas Canarias,18/01/2022,27.0005,-14.4320,17.0,3.1,,ATLÁNTICO-CANARIAS
Islas Canarias,19/01/2022,26.8880,-14.4238,30.0,3.0,,ATLÁNTICO-CANARIAS
Islas Canarias,18/02/2022,28.6982,-15.5081,26.0,3.3,,ATLÁNTICO-CANARIAS
Islas Canarias,19/02/2022,28.0614,-16.1846,13.0,3.7,II,ATLÁNTICO-CANARIAS
Islas Canarias,19/03/2022,27.7503,-14.9730,20.0,3.1,,ATLÁNTICO-CANARIAS
