Provincia,Fecha,Latitud,Longitud,Profundidad,Magnitud,Intensidad,Localización
Cádiz,13/12/2000,35.9316,-5.6432,66.0,3.9,II,SW TARIFA.CA
Cádiz,17/01/2002,36.7903,-6.0728,20.0,3.7,II,NE JEREZ DE LA FRONTERA.CA
Cádiz,13/02/2002,36.7932,-5.6042,2.3,3.1,IV,W PRADO DEL REY.CA
Cádiz,30/03/2002,36.7322,-5.8349,21.0,3.7,II-III,SW ARCOS DE LA FRONTERA.CA
Cádiz,25/07/2003,36.9086,-5.5789,3.0,3.5,IV,SW PUERTO SERRANO.CA
Cádiz,27/05/2004,36.3048,-5.5673,40.8,4.0,,W CASTELLAR DE LA FRONTERA.CA
Cádiz,23/03/2005,36.3339,-5.9306,43.7,4.3,,NE VEJER DE LA FRONTERA.CA
Cádiz,15/06/2005,36.7194,-5.5876,38.5,3.5,,SW PRADO DEL REY.CA
Cádiz,10/04/2009,35.9479,-5.6890,45.4,3.6,,SW TARIFA.CA
Cádiz,30/09/2009,36.6671,-5.4876,3.6,2.5,IV,W UBRIQUE.CA
Cádiz,06/11/2009,36.3728,-5.9671,47.1,4.1,,SW MEDINA-SIDONIA.CA
Cádiz,25/08/2010,36.3874,-6.1728,10.4,3.5,IV,SW CHICLANA DE LA FRONTERA.CA
Cádiz,31/01/2013,36.4130,-6.1012,43.0,4.6,,E CHICLANA DE LA FRONTERA.CA
Cádiz,19/03/2013,36.4725,-5.5197,43.0,5.5,II,NW JIMENA DE LA FRONTERA.CA
Cádiz,19/03/2013,36.4864,-5.5144,41.0,4.2,,NW JIMENA DE LA FRONTERA.CA
Cádiz,19/12/2013,36.4091,-5.9573,46.0,3.8,,SW MEDINA-SIDONIA.CA
Cádiz,25/04/2014,36.4179,-5.8896,43.0,4.0,,E MEDINA-SIDONIA.CA
Cádiz,07/11/2015,36.6995,-5.4066,0.0,3.8,III,S EL BOSQUE.CA
Cádiz,10/05/2016,36.6862,-5.8244,0.0,4.1,IV,SW ARCOS DE LA FRONTERA.CA
Cádiz,31/08/2016,36.2312,-5.4242,12.0,3.5,IV,NW SAN ROQUE.CA
Cádiz,19/10/2018,36.3305,-6.0351,58.0,3.9,,NE CONIL DE LA FRONTERA.CA
Cádiz,11/11/2018,36.7059,-6.3735,27.0,3.7,,SE CHIPIONA.CA
Cádiz,07/01/2019,37.0423,-5.4397,2.0,3.5,III,NE PUERTO SERRANO.CA
Cádiz,13/03/2019,36.9962,-5.2873,0.0,4.0,III-IV,NW OLVERA.CA
Cádiz,25/10/2019,36.9835,-5.2931,0.0,4.5,V,NW OLVERA.CA
Cádiz,19/10/2021,36.9868,-5.2831,10.0,4.2,IV,NW OLVERA.CA
Cádiz,13/03/2022,36.2570,-5.8482,60.0,4.4,II,NE BARBATE.CA
Cádiz,20/07/2023,36.8640,-5.4095,1.0,3.5,III,SW ALGODONALES.CA
Cantabria,03/08/1909,43.4500,-3.7667,0.0,,IV,SANTANDER
Cantabria,27/04/1932,43.3000,-4.4000,0.0,,IV,CABEZON DE LA SAL.S
Cantabria,28/04/1932,43.3000,-4.4000,0.0,,III,CABEZON DE LA SAL.S
Cantabria,03/05/1932,43.3000,-4.4000,0.0,,III,CABEZON DE LA SAL.S
Cantabria,04/05/1932,43.3000,-4.4000,0.0,,V,CABEZON DE LA SAL.S
Cantabria,16/10/1938,43.2000,-3.8000,0.0,4.9,VI,VALLE DE CARRIEDO.S
Cantabria,09/05/1965,43.1400,-4.0400,0.0,3.6,,NE BÁRCENA DE PIE DE CONCHA.S
Cantabria,13/09/1984,43.4467,-3.4100,5.0,3.4,,N LAREDO.S
Cantabria,22/01/1987,43.3050,-3.5367,10.0,3.4,,NE RIBA.S
Cantabria,27/03/1990,43.0833,-4.4700,5.0,3.1,III,SW LOMBRAÑA.S
Cantabria,14/11/1990,42.8333,-3.8383,21.0,3.4,III,E POLIENTES.S
Cantabria,19/06/1994,43.3250,-3.6933,27.0,3.6,,"SE CAVADA, LA.S"
Cantabria,30/04/1997,43.3083,-3.5417,3.0,3.1,,NE RIBA.S
Cantabria,30/11/2000,43.1463,-3.6908,10.7,2.9,II,E VEGA DE PAS.S
Cantabria,10/03/2003,43.3420,-4.1727,0.0,2.3,II-III,S NOVALES.S
Cantabria,20/01/2009,43.2012,-3.6223,15.0,2.5,II,SE SAN ROQUE DE RIOMIERA.S
Cantabria,11/08/2009,43.4175,-3.7536,20.0,3.7,,SW RUBAYO.S
Cantabria,17/04/2010,43.1579,-3.6813,11.0,2.7,II,E VEGA DE PAS.S
Cantabria,25/12/2012,42.9311,-3.9714,10.0,2.2,I-II,SE LAS ROZAS DE VALDEARROYO.S
Cantabria,08/07/2013,43.1972,-3.6543,12.0,3.2,II,SE SAN ROQUE DE RIOMIERA.S
Cantabria,01/11/2015,43.1388,-3.7782,2.0,3.4,III,E VILLACARRIEDO.S
Cantabria,01/11/2015,43.1425,-3.7253,11.0,2.4,I-II,SE VEGA DE PAS.S
Cantabria,09/11/2015,43.3386,-3.2339,4.0,2.5,III,E LA IGLESIA.BI
Cantabria,22/03/2018,43.3128,-3.2029,0.0,2.7,II,S CASTRO-URDIALES.S
Cantabria,04/02/2022,43.4372,-3.6818,15.0,2.7,,S RIBAMONTÁN AL MAR.S
Castellón/Castelló,29/06/1839,39.8500,-0.4833,0.0,,IV-V,Segorbe.CS
Castellón/Castelló,29/06/1878,40.6000,0.0500,0.0,,IV,Vallibona.CS
Castellón/Castelló,23/01/1923,40.1667,-0.0333,0.0,,III,VALL D'ALBA.CS
Castellón/Castelló,28/01/1923,40.1667,-0.0333,0.0,,III,VALL D'ALBA.CS
Castellón/Castelló,31/01/1923,40.1667,-0.0333,0.0,,IV,VALL D'ALBA.CS
Castellón/Castelló,16/12/1930,40.3000,0.2167,0.0,,IV,ALCALA DE CHIVERT.CS
Castellón/Castelló,23/01/1973,40.2000,-1.2000,0.0,3.5,,VILLEL.CS
Castellón/Castelló,27/04/1973,39.8000,-0.1000,0.0,3.0,,NULES.CS
Castellón/Castelló,17/12/1987,40.5517,-0.1717,5.0,3.0,,SE CINCTORRES.CS
Castellón/Castelló,18/09/1988,40.0117,-0.6600,0.0,2.8,,SW PINA DE MONTALGRAO.CS
Castellón/Castelló,19/09/1988,40.0133,-0.6583,7.0,2.6,,SW PINA DE MONTALGRAO.CS
Castellón/Castelló,16/09/1993,40.0700,-0.6283,4.0,3.2,,W FUENTE LA REINA.CS
Castellón/Castelló,16/09/1993,40.0183,-0.6217,0.0,2.7,,E PINA DE MONTALGRAO.CS
Castellón/Castelló,16/09/1994,39.8783,-0.2750,9.0,3.2,,SW ARTANA.CS
Castellón/Castelló,13/10/1994,40.1950,-0.2383,17.0,3.0,,SW ATZENETA DEL MAESTRAT.CS
Castellón/Castelló,17/01/1995,40.4333,0.5150,30.0,2.9,,SE VINARÒS.CS
Castellón/Castelló,17/01/1995,40.1033,0.0867,0.0,2.7,,W OROPESA DEL MAR/ORPESA.CS
Castellón/Castelló,24/03/1999,39.8276,-0.3586,2.5,2.7,,SE AZUÉBAR.CS
Castellón/Castelló,10/09/1999,40.7000,-0.0471,3.8,2.6,,SW HERBÉS.CS
Castellón/Castelló,25/10/2000,40.5410,-0.0241,10.9,2.8,,NW CATÍ.CS
Castellón/Castelló,26/10/2000,40.5505,0.0729,0.0,2.6,,SE VALLIBONA.CS
Castellón/Castelló,07/03/2001,39.9881,0.0385,11.9,2.9,,E CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA.CS
Castellón/Castelló,16/03/2001,39.9965,0.0088,5.3,3.2,,E CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA.CS
Castellón/Castelló,17/03/2001,39.9685,0.0678,11.5,3.0,II,E CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA.CS
Castellón/Castelló,12/03/2004,40.6042,0.0503,6.4,2.5,,E VALLIBONA.CS
Castellón/Castelló,09/11/2006,39.9806,0.0475,10.6,2.4,II,E CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA.CS
Castellón/Castelló,03/05/2012,40.0771,-0.2008,11.0,2.5,II,E L' ALCORA.CS
Castellón/Castelló,19/05/2013,40.6833,0.0586,11.0,2.5,,NE CASTELL DE CABRES.CS
Castellón/Castelló,14/03/2014,40.6086,0.0380,2.0,2.6,,NW VALLIBONA.CS
Castellón/Castelló,03/05/2015,39.8548,-0.1084,9.0,1.6,II,E NULES.CS
Castellón/Castelló,26/10/2015,40.5422,0.1607,3.0,1.9,II,N CHERT/XERT.CS
Castellón/Castelló,16/12/2017,39.9055,-0.0201,11.0,2.4,II,E BURRIANA.CS
Castellón/Castelló,12/08/2018,40.0026,-0.5382,11.0,3.1,,NW HIGUERAS.CS
Castellón/Castelló,13/01/2020,40.0022,-0.5420,1.0,3.0,II,SE MONTÁN.CS
Castellón/Castelló,17/01/2020,40.0108,-0.5541,1.0,2.7,II,S MONTÁN.CS
Castellón/Castelló,04/03/2020,39.9846,-0.5052,0.0,3.0,III,W HIGUERAS.CS
Castellón/Castelló,30/10/2020,39.9862,-0.5637,0.0,2.6,II,N CAUDIEL.CS
Castellón/Castelló,26/02/2023,40.7610,-0.1448,0.0,2.5,II,NE ZORITA DEL MAESTRAZGO.CS
Castellón/Castelló,15/11/2023,39.9957,-0.4947,1.0,2.4,II,NE HIGUERAS.CS
Castellón/Castelló,11/02/2024,40.3789,-0.0454,0.0,2.5,,NE VILAR DE CANES.CS
Castellón/Castelló,28/09/2024,40.2878,-0.0219,0.0,3.2,II-III,N SIERRA ENGARCERÁN.CS
Castellón/Castelló,02/03/2025,40.4207,0.2670,0.0,2.5,,S CERVERA DEL MAESTRE.CS
Castellón/Castelló,12/03/2025,40.4603,-0.1259,0.0,2.5,,NE ARES DEL MAESTRAT.CS
Ceuta,22/06/1980,35.9867,-5.3217,80.0,4.7,IV,N CEUTA.CE
Ceuta,15/02/1981,35.9667,-5.3800,5.0,3.0,,NW CEUTA.CE
Ceuta,28/12/1986,35.8917,-5.0517,70.0,3.2,,E CEUTA.CE
Ceuta,26/04/2004,35.9277,-5.0303,101.6,1.1,,E CEUTA.CE
Ceuta,30/05/2006,35.9073,-5.0021,0.0,1.8,,E CEUTA.CE
Ceuta,14/10/2006,35.9652,-5.2849,52.5,2.1,,NE CEUTA.CE
Ceuta,24/05/2009,35.9672,-5.1953,5.5,1.5,,NE CEUTA.CE
Ceuta,12/05/2010,35.9271,-5.2219,0.0,1.6,,NE CEUTA.CE
Ceuta,14/06/2014,35.9199,-5.1297,0.0,1.4,,E CEUTA.CE
Ceuta,31/10/2014,35.9300,-5.2826,57.0,2.6,,NE CEUTA.CE
Ceuta,04/10/2018,35.9384,-5.3652,51.0,4.1,,NW CEUTA.CE
Ceuta,19/06/2019,35.8673,-5.1460,1.0,2.3,,E CEUTA.CE
Ceuta,24/02/2022,35.8615,-5.2801,62.0,3.5,,SE CEUTA.CE
Ceuta,12/11/2024,35.9343,-5.2254,11.0,2.5,,NE CEUTA.CE
Ciudad Real,22/10/1755,39.4000,-3.1167,0.0,,IV,Campo de Criptana.CR
Ciudad Real,03/07/1965,38.4267,-4.3133,5.0,2.8,,NW FUENCALIENTE.CR
Ciudad Real,26/11/1967,39.0733,-3.4667,5.0,3.8,,SW LLANOS DEL CAUDILLO.CR
Ciudad Real,29/05/1974,38.5583,-3.0383,5.0,3.5,,SE TORRE DE JUAN ABAD.CR
Ciudad Real,28/09/1980,38.6650,-4.0467,5.0,3.1,,SE PUERTOLLANO.CR
Ciudad Real,19/07/1986,38.9967,-3.0950,5.0,2.5,,NW ALHAMBRA.CR
Ciudad Real,24/03/1988,38.8300,-4.5017,1.0,2.9,,SW ABENÓJAR.CR
Ciudad Real,20/02/1989,38.8917,-3.0817,7.0,3.6,III-IV,SW ALHAMBRA.CR
Ciudad Real,19/03/1990,38.8917,-3.1633,0.0,2.5,,NE SAN CARLOS DEL VALLE.CR
Ciudad Real,30/11/1990,39.2183,-2.8483,2.0,3.0,,SW SOCUÉLLAMOS.CR
Ciudad Real,03/12/1990,39.1683,-2.8317,9.0,3.0,,SW SOCUÉLLAMOS.CR
Ciudad Real,23/02/1991,39.2217,-3.0617,4.0,2.5,,NW TOMELLOSO.CR
Ciudad Real,16/10/1991,38.7550,-2.9567,9.0,2.8,,S FUENLLANA.CR
Ciudad Real,27/05/1992,38.9533,-3.5367,7.0,2.8,,NE BOLAÑOS DE CALATRAVA.CR
Ciudad Real,15/07/1992,39.1717,-2.9250,5.0,2.6,,E TOMELLOSO.CR
Ciudad Real,30/09/1992,39.1317,-2.9167,0.0,2.8,,SE TOMELLOSO.CR
Ciudad Real,19/10/1992,38.4767,-3.2200,0.0,2.7,,SE CASTELLAR DE SANTIAGO.CR
Ciudad Real,25/07/1993,38.7933,-2.8783,9.0,2.6,,N VILLAHERMOSA.CR
Ciudad Real,07/03/1994,38.8833,-2.9333,2.0,3.1,,NE CARRIZOSA.CR
Ciudad Real,07/03/1994,38.8617,-2.9933,2.0,2.6,,N CARRIZOSA.CR
Ciudad Real,08/03/1994,38.8783,-2.9883,4.0,2.7,,N CARRIZOSA.CR
Ciudad Real,20/10/1994,38.9800,-3.5683,3.0,3.2,,SE DAIMIEL.CR
Ciudad Real,14/11/1994,38.6933,-2.8867,13.0,2.8,,W MONTIEL.CR
Ciudad Real,06/12/1994,38.9200,-2.9417,7.0,3.1,,SW RUIDERA.CR
Ciudad Real,24/04/1995,38.8967,-3.6217,3.0,2.9,,E BOLAÑOS DE CALATRAVA.CR
Ciudad Real,27/04/1995,38.5517,-3.8583,3.0,3.0,,NW SAN LORENZO DE CALATRAVA.CR
Ciudad Real,18/06/1995,38.7000,-2.8333,2.0,3.0,,E MONTIEL.CR
Ciudad Real,15/07/1995,38.8917,-2.8883,9.0,2.8,,S RUIDERA.CR
Ciudad Real,29/12/1995,38.9183,-3.5783,3.0,2.9,,E BOLAÑOS DE CALATRAVA.CR
Ciudad Real,30/01/1996,38.9167,-3.5517,3.0,2.9,,E BOLAÑOS DE CALATRAVA.CR
Ciudad Real,08/02/1996,38.9383,-3.6217,5.0,2.7,,NE BOLAÑOS DE CALATRAVA.CR
Ciudad Real,22/06/1996,38.8633,-3.1300,3.0,3.2,,SW ALHAMBRA.CR
Ciudad Real,02/03/1997,39.0083,-2.8500,2.0,3.2,,NE RUIDERA.CR
Ciudad Real,20/05/1997,38.8783,-3.0333,3.0,2.8,,SE ALHAMBRA.CR
Ciudad Real,17/07/1997,38.8633,-3.0267,2.0,3.1,,NW CARRIZOSA.CR
Ciudad Real,06/02/1999,39.1597,-2.8659,4.7,3.0,,E TOMELLOSO.CR
Ciudad Real,07/02/1999,39.1741,-2.8458,4.6,2.7,,SW SOCUÉLLAMOS.CR
Ciudad Real,01/03/1999,38.7182,-2.9842,8.6,2.7,,SE VILLANUEVA DE LOS INFANTES.CR
Ciudad Real,02/04/1999,38.9130,-3.8299,11.3,2.6,,E POZUELO DE CALATRAVA.CR
Ciudad Real,30/01/2000,38.9848,-2.8874,10.4,2.5,,NW RUIDERA.CR
Ciudad Real,29/01/2001,39.4212,-4.1882,6.6,2.6,,NW LOS CORTIJOS.CR
Ciudad Real,29/05/2001,39.0877,-2.9096,10.0,2.8,,N RUIDERA.CR
Ciudad Real,29/06/2001,38.7553,-2.8025,10.5,2.7,,E VILLAHERMOSA.CR
Ciudad Real,05/10/2001,38.6261,-3.4244,4.9,2.9,,SE SANTA CRUZ DE MUDELA.CR
Ciudad Real,26/01/2002,39.1935,-3.8582,21.2,3.1,II,N MALAGÓN.CR
Ciudad Real,10/05/2002,38.7403,-2.8448,19.5,2.6,,SE VILLAHERMOSA.CR
Ciudad Real,12/08/2007,39.3307,-2.9872,10.8,3.0,,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,12/08/2007,39.3742,-2.9798,7.6,3.3,,SW PEDRO MUÑOZ.CR
Ciudad Real,12/08/2007,39.3743,-2.9894,16.4,4.7,V,SW PEDRO MUÑOZ.CR
Ciudad Real,12/08/2007,39.3811,-2.9542,11.0,3.0,,SW PEDRO MUÑOZ.CR
Ciudad Real,12/08/2007,39.3237,-2.9873,11.2,2.5,,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,13/08/2007,39.3765,-2.9819,6.9,2.7,,SW PEDRO MUÑOZ.CR
Ciudad Real,13/08/2007,39.3324,-3.0002,6.7,3.0,,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,14/08/2007,39.3901,-2.9512,7.3,1.6,II,SW PEDRO MUÑOZ.CR
Ciudad Real,15/08/2007,39.3488,-3.0012,6.6,2.8,,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,24/08/2007,39.3332,-3.0175,10.4,3.0,III,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,30/08/2007,39.3317,-3.0055,0.0,1.9,III,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,30/08/2007,39.3266,-2.9941,0.0,2.4,III-IV,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,25/09/2007,39.3359,-2.9945,6.7,2.6,II,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,04/10/2007,39.3381,-3.0121,13.9,2.1,II,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,04/10/2007,39.3207,-3.0034,10.4,3.0,III,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,18/10/2007,39.3516,-3.0209,12.0,2.0,II,N ARENALES DE SAN GREGORIO.CR
Ciudad Real,27/10/2007,39.3413,-2.9860,10.8,2.2,II,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,10/11/2007,39.3578,-2.9880,0.0,2.2,II,SW PEDRO MUÑOZ.CR
Ciudad Real,14/12/2007,39.3326,-3.0011,3.6,1.6,II,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,05/01/2008,39.3505,-3.0034,5.9,2.4,II-III,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,25/01/2008,39.3428,-3.0013,6.7,2.2,II,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,28/01/2010,38.8491,-3.4258,11.4,2.0,II,NW VALDEPEÑAS.CR
Ciudad Real,08/12/2011,38.6582,-3.4632,11.0,2.3,II,NE SANTA CRUZ DE MUDELA.CR
Ciudad Real,06/03/2015,38.9771,-2.9092,7.0,1.5,I-II,W RUIDERA.CR
Ciudad Real,12/03/2015,38.8892,-2.8310,21.0,1.9,I-II,SE RUIDERA.CR
Ciudad Real,23/03/2015,38.9551,-3.1260,0.0,1.5,I-II,NW ALHAMBRA.CR
Ciudad Real,06/04/2015,39.1227,-2.8421,19.0,1.7,I-II,E TOMELLOSO.CR
Ciudad Real,13/10/2015,38.8441,-3.1829,19.0,1.8,II,E SAN CARLOS DEL VALLE.CR
Ciudad Real,14/03/2016,39.2007,-2.8032,21.0,2.3,II,S SOCUÉLLAMOS.CR
Ciudad Real,23/02/2017,39.0943,-2.9063,12.0,3.3,III,SE TOMELLOSO.CR
Ciudad Real,22/09/2018,39.3523,-2.9903,10.0,2.6,II,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,29/04/2019,38.6896,-2.8017,9.0,2.8,II,E MONTIEL.CR
Ciudad Real,19/06/2019,39.3488,-2.9915,2.0,2.8,II-III,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,05/08/2019,38.6731,-2.7910,20.0,2.5,,N ALBALADEJO.CR
Ciudad Real,25/08/2019,39.3289,-3.0109,3.0,2.6,II,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,20/02/2020,38.8269,-2.7887,2.0,2.3,II,NE VILLAHERMOSA.CR
Ciudad Real,28/05/2020,38.9809,-2.8624,18.0,2.1,II,E RUIDERA.CR
Ciudad Real,10/08/2020,39.3415,-2.9804,1.0,2.7,II,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,10/08/2020,39.3323,-2.9923,0.0,2.6,II,NE ARENALES DE SAN GREGORIO.CR
Ciudad Real,20/09/2020,38.4287,-4.0761,2.0,2.6,,S SOLANA DEL PINO.CR
Ciudad Real,07/11/2020,38.9545,-3.2687,20.0,2.0,II,NW LA SOLANA.CR
Ciudad Real,30/07/2021,38.9100,-2.8699,7.0,3.5,III,S RUIDERA.CR
Ciudad Real,29/09/2021,39.2133,-2.8514,3.0,2.8,II-III,SW SOCUÉLLAMOS.CR
Ciudad Real,27/03/2022,38.6633,-3.2655,2.0,2.6,,E TORRENUEVA.CR
Ciudad Real,31/03/2022,39.2274,-2.8034,5.0,2.5,II,S SOCUÉLLAMOS.CR
Ciudad Real,09/02/2023,38.6428,-3.2697,4.0,2.5,,E TORRENUEVA.CR
Ciudad Real,26/07/2023,38.6908,-3.3850,2.0,3.4,III,NW TORRENUEVA.CR
Ciudad Real,10/10/2023,38.6834,-3.2693,8.0,2.8,II,NE TORRENUEVA.CR
Ciudad Real,04/04/2024,39.0297,-2.8594,8.0,2.2,I-II,NE RUIDERA.CR
Ciudad Real,27/05/2024,38.7240,-2.8153,7.0,2.5,,NE MONTIEL.CR
Ciudad Real,09/10/2024,38.7950,-3.1568,0.0,2.2,II,NW ALCUBILLAS.CR
Córdoba,16/11/1755,38.4833,-4.6833,0.0,,V,Torrecampo.CO
Córdoba,17/11/1755,37.4333,-4.1833,0.0,,IV-V,Priego de Córdoba.CO
Córdoba,07/12/1807,37.8833,-4.7833,0.0,,IV,Córdoba
Córdoba,30/05/1836,37.8833,-4.7833,0.0,,V,Córdoba
Córdoba,28/07/1847,38.3833,-4.6000,0.0,,VI,Villanueva de Córdoba.CO
Córdoba,15/10/1863,37.8833,-4.7833,0.0,,III-IV,Córdoba
Córdoba,21/02/1871,37.9000,-4.7000,0.0,,IV-V,Córdoba
Córdoba,17/06/1872,37.8833,-4.7833,0.0,,IV,Córdoba
Córdoba,29/03/1878,37.8833,-4.7833,0.0,,III,Córdoba
Córdoba,17/06/1882,37.8833,-4.7667,0.0,,III-IV,Córdoba
Córdoba,25/10/1886,37.8833,-4.7833,0.0,,IV,Córdoba
Córdoba,02/08/1893,37.8833,-4.7833,0.0,,III,Córdoba
Córdoba,18/10/1894,37.7667,-4.9500,0.0,,V-VI,Guadalcazar.CO
Córdoba,27/06/1900,37.8833,-4.7667,0.0,,V-VI,Córdoba
Córdoba,17/01/1924,37.2500,-4.4333,0.0,,III,ENCINAS REALES.CO
Córdoba,25/06/1926,37.2667,-4.3333,0.0,,IV,IZNAJAR.CO
Córdoba,25/06/1926,37.2667,-4.3333,0.0,,V,IZNAJAR.CO
Córdoba,03/04/1930,37.6000,-4.6000,0.0,,III,MONTILLA.CO
Córdoba,05/07/1930,37.5583,-4.6250,0.0,4.9,VII-VIII,MONTILLA.CO
Córdoba,14/03/1935,37.9833,-4.3000,0.0,,IV,VILLA DEL RIO.CO
Córdoba,14/03/1935,37.3833,-4.5833,0.0,5.0,V,BENAMEJI.CO
Córdoba,25/05/1935,37.6667,-4.9000,0.0,,III,FERNAN NUÑEZ.CO
Córdoba,28/01/1936,37.5833,-4.6333,0.0,,IV,MONTILLA.CO
Córdoba,28/01/1936,37.5833,-4.6333,0.0,,IV,MONTILLA.CO
Córdoba,01/03/1936,37.5833,-4.6333,0.0,,IV,MONTILLA.CO
Córdoba,02/03/1936,37.3833,-4.7833,0.0,,III,PUENTEGENIL.CO
Córdoba,15/09/1943,37.9833,-4.3000,0.0,3.6,V,VILLA DEL RIO.CO
Córdoba,02/11/1943,37.9833,-4.3000,0.0,,IV,VILLA DEL RIO.CO
Córdoba,27/01/1944,37.5500,-4.3667,0.0,3.5,IV,DOÑA MENCIA.CO
Córdoba,17/07/1949,38.0667,-4.7833,0.0,3.6,IV,OBEJO.CO
Córdoba,08/05/1951,37.4320,-4.1460,10.0,3.0,III,E PRIEGO DE CÓRDOBA.CO
Córdoba,19/05/1951,37.3610,-4.1820,10.0,3.1,,S PRIEGO DE CÓRDOBA.CO
Córdoba,19/05/1951,37.3660,-4.1840,10.0,3.5,III,S PRIEGO DE CÓRDOBA.CO
Córdoba,20/05/1951,37.4340,-4.2260,0.0,3.3,IV,W PRIEGO DE CÓRDOBA.CO
Córdoba,16/04/1955,37.2950,-4.6233,5.0,3.7,,NW PALENCIANA.CO
Córdoba,09/12/1956,37.2500,-4.3333,0.0,3.1,III,IZNAJAR.CO
Córdoba,23/01/1962,37.6200,-4.4917,5.0,4.0,,NW NUEVA CARTEYA.CO
Córdoba,01/05/1965,37.8733,-4.4100,5.0,3.5,,SW BUJALANCE.CO
Córdoba,17/05/1967,37.7933,-4.3100,19.0,4.1,,W VALENZUELA.CO
Córdoba,06/02/1968,37.6333,-4.5833,5.0,4.0,,SW ESPEJO.CO
Córdoba,06/11/1970,37.9800,-5.4300,20.0,3.4,,NW HORNACHUELOS.CO
Córdoba,18/07/1971,37.5150,-4.4400,20.0,3.6,,N CABRA.CO
Córdoba,21/06/1976,37.5367,-4.4083,24.0,3.7,,SW DOÑA MENCÍA.CO
Córdoba,23/01/1977,37.5700,-4.3517,5.0,3.1,,NE DOÑA MENCÍA.CO
Córdoba,05/03/1978,37.9300,-4.3333,5.0,3.3,,NE BUJALANCE.CO
Córdoba,11/11/1980,37.8333,-5.2150,5.0,4.1,VI,E HORNACHUELOS.CO
Córdoba,10/04/1981,37.4400,-4.2750,20.0,3.8,,SW CARCABUEY.CO
Córdoba,11/07/1983,37.4100,-4.2050,30.0,3.3,,SW PRIEGO DE CÓRDOBA.CO
Córdoba,07/11/1984,37.2417,-4.5717,30.0,3.0,,SE PALENCIANA.CO
Córdoba,06/05/1985,37.4650,-4.1550,5.0,3.1,,NE PRIEGO DE CÓRDOBA.CO
Córdoba,26/05/1985,37.7867,-4.6383,5.0,5.1,V,NW ESPEJO.CO
Córdoba,26/05/1985,37.8200,-4.6050,5.0,4.5,IV,NW ESPEJO.CO
Córdoba,27/05/1985,37.5600,-4.6267,5.0,3.2,,SE MONTILLA.CO
Córdoba,27/05/1985,37.7150,-4.5467,5.0,3.0,,N ESPEJO.CO
Córdoba,27/05/1985,37.6767,-4.6767,13.0,3.7,III,NE MONTEMAYOR.CO
Córdoba,31/05/1985,37.7100,-4.6550,5.0,3.2,,NE FERNÁN-NÚÑEZ.CO
Córdoba,31/05/1985,37.7867,-4.5983,10.0,3.0,,NW ESPEJO.CO
Córdoba,01/06/1985,37.6900,-4.6550,5.0,3.0,,NE FERNÁN-NÚÑEZ.CO
Córdoba,16/06/1985,37.7450,-4.5667,5.0,3.2,,N ESPEJO.CO
Córdoba,16/06/1985,37.7467,-4.5733,5.0,3.1,,NW ESPEJO.CO
Córdoba,23/06/1985,37.7200,-4.6283,5.0,3.5,,NW ESPEJO.CO
Córdoba,24/06/1985,37.7083,-4.6150,5.0,3.1,,NW ESPEJO.CO
Córdoba,23/07/1985,37.7333,-4.6833,10.0,3.5,III,NE FERNÁN-NÚÑEZ.CO
Córdoba,17/01/1986,38.3017,-5.2717,20.0,3.3,,W PEÑARROYA-PUEBLONUEVO.CO
Córdoba,08/05/1986,38.0317,-4.3800,5.0,3.2,IV-V,N MONTORO.CO
Córdoba,09/05/1986,37.9800,-4.3767,5.0,3.0,III,S MONTORO.CO
Córdoba,11/05/1986,38.0050,-4.3500,5.0,3.1,III,SE MONTORO.CO
Córdoba,14/05/1986,38.0283,-4.3367,5.0,2.7,III,E MONTORO.CO
Córdoba,14/05/1986,37.9983,-4.3867,5.0,2.7,III,S MONTORO.CO
Córdoba,14/05/1986,38.0233,-4.3517,5.0,2.6,III,E MONTORO.CO
Córdoba,20/05/1986,38.0650,-4.2817,5.0,,III,N VILLA DEL RÍO.CO
Córdoba,25/06/1986,38.0033,-4.3800,5.0,3.3,V,S MONTORO.CO
Córdoba,04/11/1986,37.7867,-4.6583,10.0,3.2,,NE FERNÁN-NÚÑEZ.CO
